code,code_description,code_type,cms_opps_inpatient_list,ccs
04760DZ,Dilation of R Colic Art with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
4.76E+09,Dilate R Colic Art - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04760EZ,Dilation of R Colic Art with 2 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
04760F6,Dilate R Colic Art - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04760FZ,Dilation of R Colic Art with 3 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
04760G6,Dilate R Colic Art - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04760GZ,Dilation of R Colic Art with 4+ Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
04760Z6,Dilation of Right Colic Artery - Bifurcation - Open Approach,ICD10_PROC,,ccs51thru61
04760ZZ,Dilation of Right Colic Artery - Open Approach,ICD10_PROC,,ccs51thru61
476346,Dilate R Colic Art - Bifurc - w Drug-elut Intra - Perc,ICD10_PROC,,ccs51thru61
047634Z,Dilation of R Colic Art with Drug-elut Intra - Perc Approach,ICD10_PROC,,ccs51thru61
476356,Dilate R Colic Art - Bifurc - w 2 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047635Z,Dilation of R Colic Art with 2 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
476366,Dilate R Colic Art - Bifurc - w 3 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047636Z,Dilation of R Colic Art with 3 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
476376,Dilate R Colic Art - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047637Z,Dilation of R Colic Art with 4 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
04763D6,Dilate R Colic Art - Bifurc - w Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04763DZ,Dilation of R Colic Art with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
4.76E+09,Dilate R Colic Art - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04763EZ,Dilation of R Colic Art with 2 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
04763F6,Dilate R Colic Art - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04763FZ,Dilation of R Colic Art with 3 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
04763G6,Dilate R Colic Art - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04763GZ,Dilation of R Colic Art with 4+ Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
04763Z6,Dilation of Right Colic Artery - Bifurcation - Perc Approach,ICD10_PROC,,ccs51thru61
04763ZZ,Dilation of Right Colic Artery - Percutaneous Approach,ICD10_PROC,,ccs51thru61
476446,Dilate R Colic Art - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
047644Z,Dilate R Colic Art w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
476456,Dilate R Colic Art - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047645Z,Dilation of R Colic Art with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
476466,Dilate R Colic Art - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047646Z,Dilation of R Colic Art with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
476476,Dilate R Colic Art - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047647Z,Dilation of R Colic Art with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04764D6,Dilate R Colic Art - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04764DZ,Dilate of R Colic Art with Intralum Dev - Perc Endo Approach,ICD10_PROC,,ccs51thru61
4.76E+09,Dilate R Colic Art - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04764EZ,Dilate R Colic Art w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04764F6,Dilate R Colic Art - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04764FZ,Dilate R Colic Art w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04764G6,Dilate R Colic Art - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04764GZ,Dilate R Colic Art w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04764Z6,Dilation of Right Colic Artery - Bifurc - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04764ZZ,Dilation of Right Colic Artery - Perc Endo Approach,ICD10_PROC,,ccs51thru61
477046,Dilate L Colic Art - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,,ccs51thru61
047704Z,Dilation of L Colic Art with Drug-elut Intra - Open Approach,ICD10_PROC,,ccs51thru61
477056,Dilate L Colic Art - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,,ccs51thru61
047705Z,Dilation of L Colic Art with 2 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
477066,Dilate L Colic Art - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,,ccs51thru61
047706Z,Dilation of L Colic Art with 3 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
477076,Dilate L Colic Art - Bifurc - w 4 Drug-elut - Open,ICD10_PROC,,ccs51thru61
047707Z,Dilation of L Colic Art with 4 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
04770D6,Dilate L Colic Art - Bifurc - w Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04770DZ,Dilation of L Colic Art with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
4.77E+09,Dilate L Colic Art - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04770EZ,Dilation of L Colic Art with 2 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
04770F6,Dilate L Colic Art - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04770FZ,Dilation of L Colic Art with 3 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
04770G6,Dilate L Colic Art - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04770GZ,Dilation of L Colic Art with 4+ Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
04770Z6,Dilation of Left Colic Artery - Bifurcation - Open Approach,ICD10_PROC,,ccs51thru61
04770ZZ,Dilation of Left Colic Artery - Open Approach,ICD10_PROC,,ccs51thru61
477346,Dilate L Colic Art - Bifurc - w Drug-elut Intra - Perc,ICD10_PROC,,ccs51thru61
047734Z,Dilation of L Colic Art with Drug-elut Intra - Perc Approach,ICD10_PROC,,ccs51thru61
477356,Dilate L Colic Art - Bifurc - w 2 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047735Z,Dilation of L Colic Art with 2 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
477366,Dilate L Colic Art - Bifurc - w 3 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047736Z,Dilation of L Colic Art with 3 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
477376,Dilate L Colic Art - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047737Z,Dilation of L Colic Art with 4 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
04773D6,Dilate L Colic Art - Bifurc - w Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04773DZ,Dilation of L Colic Art with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
4.77E+09,Dilate L Colic Art - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04773EZ,Dilation of L Colic Art with 2 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
04773F6,Dilate L Colic Art - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04773FZ,Dilation of L Colic Art with 3 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
04773G6,Dilate L Colic Art - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04773GZ,Dilation of L Colic Art with 4+ Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
04773Z6,Dilation of Left Colic Artery - Bifurcation - Perc Approach,ICD10_PROC,,ccs51thru61
04773ZZ,Dilation of Left Colic Artery - Percutaneous Approach,ICD10_PROC,,ccs51thru61
477446,Dilate L Colic Art - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
047744Z,Dilate L Colic Art w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
477456,Dilate L Colic Art - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047745Z,Dilation of L Colic Art with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
477466,Dilate L Colic Art - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047746Z,Dilation of L Colic Art with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
477476,Dilate L Colic Art - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047747Z,Dilation of L Colic Art with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04774D6,Dilate L Colic Art - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04774DZ,Dilate of L Colic Art with Intralum Dev - Perc Endo Approach,ICD10_PROC,,ccs51thru61
4.77E+09,Dilate L Colic Art - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04774EZ,Dilate L Colic Art w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04774F6,Dilate L Colic Art - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04774FZ,Dilate L Colic Art w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04774G6,Dilate L Colic Art - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04774GZ,Dilate L Colic Art w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04774Z6,Dilation of Left Colic Artery - Bifurc - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04774ZZ,Dilation of Left Colic Artery - Perc Endo Approach,ICD10_PROC,,ccs51thru61
478046,Dilate Mid Colic Art - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,,ccs51thru61
047804Z,Dilate of Mid Colic Art with Drug-elut Intra - Open Approach,ICD10_PROC,,ccs51thru61
478056,Dilate Mid Colic Art - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,,ccs51thru61
047805Z,Dilation of Mid Colic Art with 2 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
478066,Dilate Mid Colic Art - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,,ccs51thru61
047806Z,Dilation of Mid Colic Art with 3 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
478076,Dilate Mid Colic Art - Bifurc - w 4 Drug-elut - Open,ICD10_PROC,,ccs51thru61
047807Z,Dilation of Mid Colic Art with 4 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
04780D6,Dilate Mid Colic Art - Bifurc - w Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04780DZ,Dilation of Mid Colic Art with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
4.78E+09,Dilate Mid Colic Art - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04780EZ,Dilation of Mid Colic Art with 2 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
04780F6,Dilate Mid Colic Art - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04780FZ,Dilation of Mid Colic Art with 3 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
04780G6,Dilate Mid Colic Art - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04780GZ,Dilate of Mid Colic Art with 4+ Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
04780Z6,Dilation of Middle Colic Artery - Bifurcation - Open Approach,ICD10_PROC,,ccs51thru61
04780ZZ,Dilation of Middle Colic Artery - Open Approach,ICD10_PROC,,ccs51thru61
478346,Dilate Mid Colic Art - Bifurc - w Drug-elut Intra - Perc,ICD10_PROC,,ccs51thru61
047834Z,Dilate of Mid Colic Art with Drug-elut Intra - Perc Approach,ICD10_PROC,,ccs51thru61
478356,Dilate Mid Colic Art - Bifurc - w 2 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047835Z,Dilation of Mid Colic Art with 2 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
478366,Dilate Mid Colic Art - Bifurc - w 3 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047836Z,Dilation of Mid Colic Art with 3 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
478376,Dilate Mid Colic Art - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047837Z,Dilation of Mid Colic Art with 4 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
04783D6,Dilate Mid Colic Art - Bifurc - w Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04783DZ,Dilation of Mid Colic Art with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
4.78E+09,Dilate Mid Colic Art - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04783EZ,Dilation of Mid Colic Art with 2 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
04783F6,Dilate Mid Colic Art - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04783FZ,Dilation of Mid Colic Art with 3 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
04783G6,Dilate Mid Colic Art - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04783GZ,Dilate of Mid Colic Art with 4+ Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
04783Z6,Dilation of Middle Colic Artery - Bifurcation - Perc Approach,ICD10_PROC,,ccs51thru61
04783ZZ,Dilation of Middle Colic Artery - Percutaneous Approach,ICD10_PROC,,ccs51thru61
478446,Dilate Mid Colic Art - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
047844Z,Dilate Mid Colic Art w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
478456,Dilate Mid Colic Art - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047845Z,Dilate of Mid Colic Art with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
478466,Dilate Mid Colic Art - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047846Z,Dilate of Mid Colic Art with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
478476,Dilate Mid Colic Art - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047847Z,Dilate of Mid Colic Art with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04784D6,Dilate Mid Colic Art - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04784DZ,Dilate Mid Colic Art w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
4.78E+09,Dilate Mid Colic Art - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04784EZ,Dilate Mid Colic Art w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04784F6,Dilate Mid Colic Art - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04784FZ,Dilate Mid Colic Art w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04784G6,Dilate Mid Colic Art - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04784GZ,Dilate Mid Colic Art w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04784Z6,Dilation of Middle Colic Artery - Bifurc - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04784ZZ,Dilation of Middle Colic Artery - Perc Endo Approach,ICD10_PROC,,ccs51thru61
479046,Dilate R Renal Art - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,,ccs51thru61
047904Z,Dilation of R Renal Art with Drug-elut Intra - Open Approach,ICD10_PROC,,ccs51thru61
479056,Dilate R Renal Art - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,,ccs51thru61
047905Z,Dilation of R Renal Art with 2 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
479066,Dilate R Renal Art - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,,ccs51thru61
047906Z,Dilation of R Renal Art with 3 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
479076,Dilate R Renal Art - Bifurc - w 4 Drug-elut - Open,ICD10_PROC,,ccs51thru61
047907Z,Dilation of R Renal Art with 4 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
04790D6,Dilate R Renal Art - Bifurc - w Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04790DZ,Dilation of R Renal Art with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
4.79E+09,Dilate R Renal Art - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04790EZ,Dilation of R Renal Art with 2 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
04790F6,Dilate R Renal Art - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04790FZ,Dilation of R Renal Art with 3 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
04790G6,Dilate R Renal Art - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,,ccs51thru61
04790GZ,Dilation of R Renal Art with 4+ Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
04790Z6,Dilation of Right Renal Artery - Bifurcation - Open Approach,ICD10_PROC,,ccs51thru61
04790ZZ,Dilation of Right Renal Artery - Open Approach,ICD10_PROC,,ccs51thru61
479346,Dilate R Renal Art - Bifurc - w Drug-elut Intra - Perc,ICD10_PROC,,ccs51thru61
047934Z,Dilation of R Renal Art with Drug-elut Intra - Perc Approach,ICD10_PROC,,ccs51thru61
479356,Dilate R Renal Art - Bifurc - w 2 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047935Z,Dilation of R Renal Art with 2 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
479366,Dilate R Renal Art - Bifurc - w 3 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047936Z,Dilation of R Renal Art with 3 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
479376,Dilate R Renal Art - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047937Z,Dilation of R Renal Art with 4 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
04793D6,Dilate R Renal Art - Bifurc - w Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04793DZ,Dilation of R Renal Art with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
4.79E+09,Dilate R Renal Art - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04793EZ,Dilation of R Renal Art with 2 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
04793F6,Dilate R Renal Art - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04793FZ,Dilation of R Renal Art with 3 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
04793G6,Dilate R Renal Art - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
04793GZ,Dilation of R Renal Art with 4+ Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
04793Z6,Dilation of Right Renal Artery - Bifurcation - Perc Approach,ICD10_PROC,,ccs51thru61
04793ZZ,Dilation of Right Renal Artery - Percutaneous Approach,ICD10_PROC,,ccs51thru61
479446,Dilate R Renal Art - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
047944Z,Dilate R Renal Art w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
479456,Dilate R Renal Art - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047945Z,Dilation of R Renal Art with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
479466,Dilate R Renal Art - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047946Z,Dilation of R Renal Art with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
479476,Dilate R Renal Art - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047947Z,Dilation of R Renal Art with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04794D6,Dilate R Renal Art - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
4.79E+09,Dilate R Renal Art - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04794EZ,Dilate R Renal Art w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04794F6,Dilate R Renal Art - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04794FZ,Dilate R Renal Art w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04794G6,Dilate R Renal Art - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04794GZ,Dilate R Renal Art w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
04794Z6,Dilation of Right Renal Artery - Bifurc - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04794ZZ,Dilation of Right Renal Artery - Perc Endo Approach,ICD10_PROC,,ccs51thru61
047A046,Dilate L Renal Art - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,,ccs51thru61
047A04Z,Dilation of L Renal Art with Drug-elut Intra - Open Approach,ICD10_PROC,,ccs51thru61
047A056,Dilate L Renal Art - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,,ccs51thru61
047A05Z,Dilation of L Renal Art with 2 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
047A066,Dilate L Renal Art - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,,ccs51thru61
047A06Z,Dilation of L Renal Art with 3 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
047A076,Dilate L Renal Art - Bifurc - w 4 Drug-elut - Open,ICD10_PROC,,ccs51thru61
047A07Z,Dilation of L Renal Art with 4 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
047A0D6,Dilate L Renal Art - Bifurc - w Intralum Dev - Open,ICD10_PROC,,ccs51thru61
047A0DZ,Dilation of L Renal Art with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
047A0E6,Dilate L Renal Art - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
047A0EZ,Dilation of L Renal Art with 2 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
047A0F6,Dilate L Renal Art - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
047A0FZ,Dilation of L Renal Art with 3 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
047A0G6,Dilate L Renal Art - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,,ccs51thru61
047A0GZ,Dilation of L Renal Art with 4+ Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
047A0Z6,Dilation of Left Renal Artery - Bifurcation - Open Approach,ICD10_PROC,,ccs51thru61
047A0ZZ,Dilation of Left Renal Artery - Open Approach,ICD10_PROC,,ccs51thru61
047A346,Dilate L Renal Art - Bifurc - w Drug-elut Intra - Perc,ICD10_PROC,,ccs51thru61
047A34Z,Dilation of L Renal Art with Drug-elut Intra - Perc Approach,ICD10_PROC,,ccs51thru61
047A356,Dilate L Renal Art - Bifurc - w 2 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047A35Z,Dilation of L Renal Art with 2 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
047A366,Dilate L Renal Art - Bifurc - w 3 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047A36Z,Dilation of L Renal Art with 3 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
047A376,Dilate L Renal Art - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
047A37Z,Dilation of L Renal Art with 4 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
047A3D6,Dilate L Renal Art - Bifurc - w Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
047A3DZ,Dilation of L Renal Art with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
047A3E6,Dilate L Renal Art - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
047A3EZ,Dilation of L Renal Art with 2 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
047A3F6,Dilate L Renal Art - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
047A3FZ,Dilation of L Renal Art with 3 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
047A3G6,Dilate L Renal Art - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
047A3GZ,Dilation of L Renal Art with 4+ Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
047A3Z6,Dilation of Left Renal Artery - Bifurcation - Perc Approach,ICD10_PROC,,ccs51thru61
047A3ZZ,Dilation of Left Renal Artery - Percutaneous Approach,ICD10_PROC,,ccs51thru61
047A446,Dilate L Renal Art - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
047A44Z,Dilate L Renal Art w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
047A456,Dilate L Renal Art - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047A45Z,Dilation of L Renal Art with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
047A466,Dilate L Renal Art - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047A46Z,Dilation of L Renal Art with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
047A476,Dilate L Renal Art - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
047A47Z,Dilation of L Renal Art with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
047A4D6,Dilate L Renal Art - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
047A4E6,Dilate L Renal Art - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
047A4EZ,Dilate L Renal Art w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
047A4F6,Dilate L Renal Art - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
047A4FZ,Dilate L Renal Art w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
047A4G6,Dilate L Renal Art - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
047A4GZ,Dilate L Renal Art w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
047A4Z6,Dilation of Left Renal Artery - Bifurc - Perc Endo Approach,ICD10_PROC,,ccs51thru61
